,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
253,Phehlukwayo,41.6,Hardik Pandya,India,South Africa,203,4.833333333,Day,Hard,Right_arm_medium,Left_Hand_Batsman,full toss,long-on,6,1
254,Phehlukwayo,42.1,Kuldeep Yadav,India,South Africa,203,4.814229249,Day,Hard,Left_arm_chinaman,Left_Hand_Batsman,flatter delivery,point,6,0
255,Phehlukwayo,42.2,Kuldeep Yadav,India,South Africa,203,4.795275591,Day,Hard,Left_arm_chinaman,Left_Hand_Batsman,length ball off stump,cover,6,0
256,Phehlukwayo,42.3,Kuldeep Yadav,India,South Africa,203,4.776470588,Day,Hard,Left_arm_chinaman,Left_Hand_Batsman,flight delivery,cover,6,0
257,Phehlukwayo,42.4,Kuldeep Yadav,India,South Africa,204,4.78125,Day,Hard,Left_arm_chinaman,Left_Hand_Batsman,googly,off-side,6,1
258,du Plessis,42.5,Kuldeep Yadav,India,South Africa,204,4.762645914,Day,Hard,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,defend,6,0
259,du Plessis,42.6,Kuldeep Yadav,India,South Africa,204,4.744186047,Day,Hard,Left_arm_chinaman,Right_Hand_Batsman,short of a length off stump,cover,6,0
260,Phehlukwayo,43.1,Chahal,India,South Africa,204,4.725868726,Day,Hard,Right_arm_legbreak,Left_Hand_Batsman,flight delivery,,6,0
261,Phehlukwayo,43.2,Chahal,India,South Africa,210,4.846153846,Day,Hard,Right_arm_legbreak,Left_Hand_Batsman,toss up outside off,deep mid-wicket,6,6
262,Phehlukwayo,43.3,Chahal,India,South Africa,210,4.827586207,Day,Hard,Right_arm_legbreak,Left_Hand_Batsman,length ball,mid-wicket,6,0
263,Phehlukwayo,43.4,Chahal,India,South Africa,210,4.809160305,Day,Hard,Right_arm_legbreak,Left_Hand_Batsman,outside off,silly point,6,0
264,Phehlukwayo,43.5,Chahal,India,South Africa,211,4.813688213,Day,Hard,Right_arm_legbreak,Left_Hand_Batsman,full toss outside off,long-off,6,1
265,du Plessis,43.6,Chahal,India,South Africa,212,4.818181818,Day,Hard,Right_arm_legbreak,Right_Hand_Batsman,toss up,long-on,6,1
266,du Plessis,44.1,Bumrah,India,South Africa,213,4.822641509,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length,off-side,6,1
267,Phehlukwayo,44.2,Bumrah,India,South Africa,214,4.827067669,Day,Hard,Right_arm_medium,Left_Hand_Batsman,short of a length,fine leg,6,1
268,du Plessis,44.3,Bumrah,India,South Africa,214,4.808988764,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length,leave,6,0
269,du Plessis,44.4,Bumrah,India,South Africa,215,4.813432836,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length,,6,1
270,Phehlukwayo,44.5,Bumrah,India,South Africa,215,4.795539033,Day,Hard,Right_arm_medium,Left_Hand_Batsman,yorker,on-side,6,0
271,Phehlukwayo,44.6,Bumrah,India,South Africa,216,4.8,Day,Hard,Right_arm_medium,Left_Hand_Batsman,full toss outside off,long-off,6,1
272,Phehlukwayo,45.1,Bhuvneshwar,India,South Africa,216,4.782287823,Day,Hard,Right_arm_medium,Left_Hand_Batsman,wide delivery,outside-off,6,0
273,Phehlukwayo,45.2,Bhuvneshwar,India,South Africa,217,4.786764706,Day,Hard,Right_arm_medium,Left_Hand_Batsman,short,long-off,6,1
274,du Plessis,45.3,Bhuvneshwar,India,South Africa,219,4.813186813,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length,cover,6,2
275,du Plessis,45.4,Bhuvneshwar,India,South Africa,223,4.883211679,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length,third man,6,4
276,du Plessis,45.5,Bhuvneshwar,India,South Africa,224,4.887272727,Day,Hard,Right_arm_medium,Right_Hand_Batsman,outside off,sweeper cover,6,1
277,Phehlukwayo,45.6,Bhuvneshwar,India,South Africa,225,4.891304348,Day,Hard,Right_arm_medium,Left_Hand_Batsman,short of a length,long-off,6,1
278,Phehlukwayo,46.1,Bumrah,India,South Africa,226,4.895306859,Day,Hard,Right_arm_medium,Left_Hand_Batsman,short of a length,,6,1
279,du Plessis,46.2,Bumrah,India,South Africa,227,4.899280576,Day,Hard,Right_arm_medium,Right_Hand_Batsman,,square,6,1
280,Phehlukwayo,46.3,Bumrah,India,South Africa,228,4.903225806,Day,Hard,Right_arm_medium,Left_Hand_Batsman,length ball,long-on,6,1
281,du Plessis,46.4,Bumrah,India,South Africa,229,4.907142857,Day,Hard,Right_arm_medium,Right_Hand_Batsman,length ball outside off,long-on,6,1
282,Phehlukwayo,46.5,Bumrah,India,South Africa,230,4.911032028,Day,Hard,Right_arm_medium,Left_Hand_Batsman,,extra-cover,6,1
283,du Plessis,46.6,Bumrah,India,South Africa,230,4.893617021,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short,square,6,0
284,Phehlukwayo,47.1,Bhuvneshwar,India,South Africa,231,4.897526502,Day,Hard,Right_arm_medium,Left_Hand_Batsman,yorker,sweeper cover,6,1
285,du Plessis,47.2,Bhuvneshwar,India,South Africa,232,4.901408451,Day,Hard,Right_arm_medium,Right_Hand_Batsman,outside off,sweeper cover,6,1
286,Phehlukwayo,47.3,Bhuvneshwar,India,South Africa,233,4.905263158,Day,Hard,Right_arm_medium,Left_Hand_Batsman,outside off,long-off,6,1
287,du Plessis,47.4,Bhuvneshwar,India,South Africa,239,5.013986014,Day,Hard,Right_arm_medium,Right_Hand_Batsman,slow delivery,long-on,6,6
288,du Plessis,47.5,Bhuvneshwar,India,South Africa,240,5.017421603,Day,Hard,Right_arm_medium,Right_Hand_Batsman,full toss,long-on,6,1
289,Phehlukwayo,47.6,Bhuvneshwar,India,South Africa,241,5.020833333,Day,Hard,Right_arm_medium,Left_Hand_Batsman,yorker,mid-wicket,6,1
290,Phehlukwayo,48.1,Bumrah,India,South Africa,242,5.024221453,Day,Hard,Right_arm_medium,Left_Hand_Batsman,full toss,long-off,6,1
291,du Plessis,48.2,Bumrah,India,South Africa,244,5.048275862,Day,Hard,Right_arm_medium,Right_Hand_Batsman,outside off,long-off,6,2
292,du Plessis,48.3,Bumrah,India,South Africa,250,5.154639175,Day,Hard,Right_arm_medium,Right_Hand_Batsman,length ball,,6,6
293,du Plessis,48.4,Bumrah,India,South Africa,252,5.178082192,Day,Hard,Right_arm_medium,Right_Hand_Batsman,,long-on,6,2
294,du Plessis,48.5,Bumrah,India,South Africa,253,5.180887372,Day,Hard,Right_arm_medium,Right_Hand_Batsman,full toss,square,6,1
295,Phehlukwayo,48.6,Bumrah,India,South Africa,257,5.244897959,Day,Hard,Right_arm_medium,Left_Hand_Batsman,outside off,mid-wicket,6,4
296,du Plessis,49.1,Bhuvneshwar,India,South Africa,257,5.227118644,Day,Hard,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,cover,6,0
297,du Plessis,49.2,Bhuvneshwar,India,South Africa,257,5.209459459,Day,Hard,Right_arm_medium,Right_Hand_Batsman,full toss outside off,long-off,7,-1
298,Phehlukwayo,49.3,Bhuvneshwar,India,South Africa,258,5.212121212,Day,Hard,Right_arm_medium,Left_Hand_Batsman,outside off,long-off,7,1
299,Rabada,49.4,Bhuvneshwar,India,South Africa,259,5.214765101,Day,Hard,Right_arm_medium,Left_Hand_Batsman,yorker,off-side,7,1
300,Phehlukwayo,49.5,Bhuvneshwar,India,South Africa,260,5.217391304,Day,Hard,Right_arm_medium,Left_Hand_Batsman,full toss,long-off,7,1
301,Rabada,49.6,Bhuvneshwar,India,South Africa,260,5.2,Day,Hard,Right_arm_medium,Left_Hand_Batsman,outside off,,7,0
302,Phehlukwayo,49.6,Bhuvneshwar,India,South Africa,261,5.22,Day,Hard,Right_arm_medium,Left_Hand_Batsman,full toss,long-on,7,1
