,Unnamed: 0,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Host_country,Type_of_Match,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
174,174,Chris Morris,28.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,109,3.75,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,deep point,6,1
175,175,Chris Morris,29.1,Kuldeep Yadav,South Africa,India,South Africa,ODI,110,3.77,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,bounce,long-on,6,1
176,176,Kagiso Rabada,29.2,Kuldeep Yadav,South Africa,India,South Africa,ODI,110,3.75,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,spin,on-side,6,0
177,177,Kagiso Rabada,29.3,Kuldeep Yadav,South Africa,India,South Africa,ODI,110,3.72,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,length ball outside off,leg before wicket,7,-1
178,178,Morne Morkel,29.4,Kuldeep Yadav,South Africa,India,South Africa,ODI,111,3.74,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,spin,mid-on,7,1
179,179,Chris Morris,29.5,Kuldeep Yadav,South Africa,India,South Africa,ODI,117,3.92,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,straighter delivery,long-on,7,6
180,180,Chris Morris,29.6,Kuldeep Yadav,South Africa,India,South Africa,ODI,117,3.9,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,outside off,cover,7,0
181,181,Morne Morkel,30.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.87,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,toss up off stump,,7,0
182,182,Morne Morkel,30.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.85,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,fuller delivery,mid-off,7,0
183,183,Morne Morkel,30.3,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.83,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,straighter delivery off stump,leg before wicket,8,-1
184,184,Imran Tahir,30.4,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.81,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,off-side,8,0
185,185,Imran Tahir,30.5,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.79,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,flatter delivery,slip,8,0
186,186,Imran Tahir,30.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,117,3.77,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,outside off,defend,8,0
187,187,Chris Morris,31.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.78,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,sweep,8,1
188,188,Imran Tahir,31.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.76,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,,8,0
189,189,Imran Tahir,31.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.74,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,,8,0
190,190,Imran Tahir,31.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.72,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,defend,8,0
191,191,Imran Tahir,31.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.7,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,off stump,bowled,9,-1
192,192,Tabraiz Shamsi,31.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,118,3.68,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,defend,9,0
193,193,Chris Morris,32.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,118,3.66,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,,sweep,9,0
194,194,Chris Morris,32.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,118,3.64,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,caught,10,-1
