,Unnamed: 0,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Host_country,Type_of_Match,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
166,166,Faf du Plessis,27.4,Kuldeep Yadav,South Africa,India,South Africa,ODI,134,4.84,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,cover,4,1
167,167,David Miller,27.5,Kuldeep Yadav,South Africa,India,South Africa,ODI,134,4.81,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,slow delivery,caught,5,-1
168,168,Chris Morris,27.6,Kuldeep Yadav,South Africa,India,South Africa,ODI,134,4.78,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,mid-off,5,0
169,169,Faf du Plessis,28.1,Hardik Pandya,South Africa,India,South Africa,ODI,134,4.75,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,outside off,,5,0
170,170,Faf du Plessis,28.2,Hardik Pandya,South Africa,India,South Africa,ODI,134,4.72,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,defend,5,0
171,171,Faf du Plessis,28.3,Hardik Pandya,South Africa,India,South Africa,ODI,135,4.73,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,long-on,5,1
172,172,Chris Morris,28.4,Hardik Pandya,South Africa,India,South Africa,ODI,135,4.7,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,straighter delivery,point,5,0
173,173,Chris Morris,28.5,Hardik Pandya,South Africa,India,South Africa,ODI,135,4.68,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short ball,defend,5,0
174,174,Chris Morris,28.6,Hardik Pandya,South Africa,India,South Africa,ODI,135,4.65,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,mid-off,5,0
175,175,Faf du Plessis,29.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,136,4.66,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,length ball on stump,long-on,5,1
176,176,Chris Morris,29.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,137,4.67,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,long leg,5,1
177,177,Faf du Plessis,29.3,Yuzvendra Chahal,South Africa,India,South Africa,ODI,138,4.67,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,short,cover,5,1
178,178,Chris Morris,29.4,Yuzvendra Chahal,South Africa,India,South Africa,ODI,138,4.65,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,outside off,,5,0
179,179,Chris Morris,29.5,Yuzvendra Chahal,South Africa,India,South Africa,ODI,138,4.62,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,flatter delivery off stump,slip,5,0
180,180,Chris Morris,29.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,138,4.6,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,googly,mid-wicket,5,0
181,181,Faf du Plessis,30.1,Hardik Pandya,South Africa,India,South Africa,ODI,139,4.6,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,point,5,1
182,182,Chris Morris,30.2,Hardik Pandya,South Africa,India,South Africa,ODI,139,4.58,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,mid-off,5,0
183,183,Chris Morris,30.3,Hardik Pandya,South Africa,India,South Africa,ODI,139,4.55,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,defend,5,0
184,184,Chris Morris,30.4,Hardik Pandya,South Africa,India,South Africa,ODI,139,4.53,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,on-side,5,0
185,185,Chris Morris,30.5,Hardik Pandya,South Africa,India,South Africa,ODI,140,4.54,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,long-on,5,1
186,186,Faf du Plessis,30.6,Hardik Pandya,South Africa,India,South Africa,ODI,141,4.54,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,point,5,1
187,187,Faf du Plessis,31.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,141,4.52,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,cover,5,0
188,188,Faf du Plessis,31.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,142,4.53,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,cover,5,1
189,189,Chris Morris,31.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,142,4.5,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,5,0
190,190,Chris Morris,31.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,142,4.48,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,,5,0
191,191,Chris Morris,31.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,142,4.46,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,defend,5,0
192,192,Chris Morris,31.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,142,4.43,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,yorker,point,5,0
193,193,Faf du Plessis,32.1,Hardik Pandya,South Africa,India,South Africa,ODI,142,4.41,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,,5,0
194,194,Faf du Plessis,32.2,Hardik Pandya,South Africa,India,South Africa,ODI,142,4.39,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,,5,0
195,195,Faf du Plessis,32.3,Hardik Pandya,South Africa,India,South Africa,ODI,143,4.4,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,straighter delivery,deep square leg,5,1
196,196,Chris Morris,32.4,Hardik Pandya,South Africa,India,South Africa,ODI,144,4.4,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short ball,cover,5,1
197,197,Faf du Plessis,32.5,Hardik Pandya,South Africa,India,South Africa,ODI,148,4.5,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length on stump,fine leg,5,4
198,198,Faf du Plessis,32.6,Hardik Pandya,South Africa,India,South Africa,ODI,149,4.51,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,deep square leg,5,1
199,199,Faf du Plessis,33.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,149,4.49,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,5,0
200,200,Faf du Plessis,33.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,149,4.47,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,cover,5,0
201,201,Faf du Plessis,33.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,150,4.47,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length off stump,point,5,1
202,202,Chris Morris,33.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,151,4.48,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,cover,5,1
203,203,Faf du Plessis,33.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,152,4.49,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,cover,5,1
204,204,Chris Morris,33.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,156,4.58,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,mid-wicket,5,4
205,205,Faf du Plessis,34.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,160,4.68,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,leave,5,4
206,206,Faf du Plessis,34.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,161,4.68,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,fine leg,5,1
207,207,Chris Morris,34.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,165,4.78,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,outside off,long-on,5,4
208,208,Chris Morris,34.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,165,4.75,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,defend,5,0
209,209,Chris Morris,34.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,166,4.76,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,mid-wicket,5,1
210,210,Faf du Plessis,34.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,166,4.74,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,,5,0
211,211,Chris Morris,35.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,168,4.77,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,cover,5,2
212,212,Chris Morris,35.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,168,4.75,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,slow delivery outside off,cover,5,0
213,213,Chris Morris,35.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,169,4.78,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,cover,5,1
214,214,Chris Morris,35.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,170,4.78,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,long-on,5,1
215,215,Faf du Plessis,35.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,170,4.76,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,,5,0
216,216,Faf du Plessis,35.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,170,4.74,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,5,0
217,217,Faf du Plessis,35.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,174,4.83,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,cover,5,4
218,218,Chris Morris,36.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,178,4.92,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,outside off,mid-wicket,5,4
219,219,Chris Morris,36.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,178,4.89,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,mid-off,5,0
220,220,Chris Morris,36.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,178,4.87,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,to the bowler,5,0
221,221,Chris Morris,36.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,179,4.88,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,yorker,long-on,5,1
222,222,Faf du Plessis,36.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,179,4.85,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,cover,5,0
223,223,Faf du Plessis,36.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,183,4.94,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,mid-off,5,4
224,224,Chris Morris,37.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,183,4.92,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,flatter delivery on stump,to the bowler,5,0
225,225,Chris Morris,37.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,187,5,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,slow delivery,long-on,5,4
226,226,Chris Morris,37.3,Yuzvendra Chahal,South Africa,India,South Africa,ODI,187,4.98,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,cover,5,0
227,227,Chris Morris,37.4,Yuzvendra Chahal,South Africa,India,South Africa,ODI,187,4.96,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,off stump,defend,5,0
228,228,Chris Morris,37.5,Yuzvendra Chahal,South Africa,India,South Africa,ODI,188,4.96,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,short of a length off stump,long-on,5,1
229,229,Faf du Plessis,37.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,188,4.94,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,length ball off stump,long-on,5,0
230,230,Chris Morris,38.1,Kuldeep Yadav,South Africa,India,South Africa,ODI,188,4.92,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,to the bowler,5,0
231,231,Chris Morris,38.2,Kuldeep Yadav,South Africa,India,South Africa,ODI,188,4.9,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,wrong'un,sweep,5,0
232,232,Chris Morris,38.3,Kuldeep Yadav,South Africa,India,South Africa,ODI,189,4.9,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,toss up,long-on,5,1
233,233,Faf du Plessis,38.4,Kuldeep Yadav,South Africa,India,South Africa,ODI,190,4.91,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,toss up outside off,long-off,5,1
234,234,Chris Morris,38.5,Kuldeep Yadav,South Africa,India,South Africa,ODI,191,4.91,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,long-off,5,1
235,235,Faf du Plessis,38.6,Kuldeep Yadav,South Africa,India,South Africa,ODI,191,4.89,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,defend,5,0
236,236,Chris Morris,39.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,192,4.9,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,length ball outside off,cover,5,1
237,237,Faf du Plessis,39.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,192,4.88,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,,5,0
238,238,Faf du Plessis,39.3,Yuzvendra Chahal,South Africa,India,South Africa,ODI,192,4.86,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,short of a length off stump,on-side,5,0
239,239,Faf du Plessis,39.4,Yuzvendra Chahal,South Africa,India,South Africa,ODI,194,4.89,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,short,cover,5,2
240,240,Faf du Plessis,39.5,Yuzvendra Chahal,South Africa,India,South Africa,ODI,196,4.92,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,short ball,square,5,2
241,241,Faf du Plessis,39.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,200,5,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,fuller delivery,sweep,5,4
242,242,Chris Morris,40.1,Kuldeep Yadav,South Africa,India,South Africa,ODI,202,5.02,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,long-off,5,2
243,243,Chris Morris,40.2,Kuldeep Yadav,South Africa,India,South Africa,ODI,208,5.15,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,outside off,long-off,5,6
244,244,Chris Morris,40.3,Kuldeep Yadav,South Africa,India,South Africa,ODI,208,5.13,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,square,5,0
245,245,Chris Morris,40.4,Kuldeep Yadav,South Africa,India,South Africa,ODI,208,5.11,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,bowled,6,-1
246,246,Andile Phehlukwayo,40.5,Kuldeep Yadav,South Africa,India,South Africa,ODI,208,5.09,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,length ball outside off,cover,6,0
247,247,Andile Phehlukwayo,40.6,Kuldeep Yadav,South Africa,India,South Africa,ODI,208,5.07,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,length ball,defend,6,0
248,248,Faf du Plessis,41.1,Hardik Pandya,South Africa,India,South Africa,ODI,209,5.07,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,cover,6,1
249,249,Andile Phehlukwayo,41.2,Hardik Pandya,South Africa,India,South Africa,ODI,209,5.05,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,cover,6,0
250,250,Andile Phehlukwayo,41.3,Hardik Pandya,South Africa,India,South Africa,ODI,209,5.03,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball,to the bowler,6,0
251,251,Andile Phehlukwayo,41.4,Hardik Pandya,South Africa,India,South Africa,ODI,209,5.01,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,slow delivery,,6,0
252,252,Andile Phehlukwayo,41.5,Hardik Pandya,South Africa,India,South Africa,ODI,209,4.99,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,slow delivery on stump,mid-wicket,6,0
253,253,Andile Phehlukwayo,41.6,Hardik Pandya,South Africa,India,South Africa,ODI,210,5,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,long-on,6,1
254,254,Andile Phehlukwayo,42.1,Kuldeep Yadav,South Africa,India,South Africa,ODI,210,4.98,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,short of a length off stump,cover,6,0
255,255,Andile Phehlukwayo,42.2,Kuldeep Yadav,South Africa,India,South Africa,ODI,210,4.96,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,fuller delivery,cover,6,0
256,256,Andile Phehlukwayo,42.3,Kuldeep Yadav,South Africa,India,South Africa,ODI,210,4.94,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,length ball off stump,defend,6,0
257,257,Andile Phehlukwayo,42.4,Kuldeep Yadav,South Africa,India,South Africa,ODI,211,4.94,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Left_Hand_Batsman,short and wide,sweep,6,1
258,258,Faf du Plessis,42.5,Kuldeep Yadav,South Africa,India,South Africa,ODI,211,4.92,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,cover,6,0
259,259,Faf du Plessis,42.6,Kuldeep Yadav,South Africa,India,South Africa,ODI,211,4.9,Day/Night,Grassy/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length off stump,cover,6,0
260,260,Andile Phehlukwayo,43.1,Yuzvendra Chahal,South Africa,India,South Africa,ODI,211,4.88,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,fuller delivery,,6,0
261,261,Andile Phehlukwayo,43.2,Yuzvendra Chahal,South Africa,India,South Africa,ODI,217,5,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,outside off,square,6,6
262,262,Andile Phehlukwayo,43.3,Yuzvendra Chahal,South Africa,India,South Africa,ODI,217,4.98,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,slow delivery,mid-wicket,6,0
263,263,Andile Phehlukwayo,43.4,Yuzvendra Chahal,South Africa,India,South Africa,ODI,217,4.96,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,length ball off stump,silly point,6,0
264,264,Andile Phehlukwayo,43.5,Yuzvendra Chahal,South Africa,India,South Africa,ODI,218,4.97,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Left_Hand_Batsman,fuller delivery,long-off,6,1
265,265,Faf du Plessis,43.6,Yuzvendra Chahal,South Africa,India,South Africa,ODI,219,4.97,Day/Night,Grassy/Cloudy,Right_arm_legbreak,Right_Hand_Batsman,toss up off stump,long-on,6,1
266,266,Faf du Plessis,44.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,220,4.98,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,cover,6,1
267,267,Andile Phehlukwayo,44.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,221,4.98,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length off stump,fine leg,6,1
268,268,Faf du Plessis,44.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,221,4.96,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,off side,6,0
269,269,Faf du Plessis,44.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,222,4.97,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,straighter delivery off stump,cover,6,1
270,270,Andile Phehlukwayo,44.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,222,4.95,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,yorker,on-side,6,0
271,271,Andile Phehlukwayo,44.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,223,4.95,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,long-off,6,1
272,272,Andile Phehlukwayo,45.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,223,4.93,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length outside off,,6,0
273,273,Andile Phehlukwayo,45.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,224,4.94,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length off stump,long-off,6,1
274,274,Faf du Plessis,45.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,226,4.96,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,sweep,6,2
275,275,Faf du Plessis,45.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,230,5.03,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,outside off,point,6,4
276,276,Faf du Plessis,45.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,231,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short and wide,cover,6,1
277,277,Andile Phehlukwayo,45.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,232,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,long-off,6,1
278,278,Andile Phehlukwayo,46.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,233,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball,,6,1
279,279,Faf du Plessis,46.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,234,5.05,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,,square,6,1
280,280,Andile Phehlukwayo,46.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,235,5.05,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,long-on,6,1
281,281,Faf du Plessis,46.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,236,5.05,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,off-side,6,1
282,282,Andile Phehlukwayo,46.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,237,5.06,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,slow delivery outside off,cover,6,1
283,283,Faf du Plessis,46.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,237,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length on stump,square,6,0
284,284,Andile Phehlukwayo,47.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,238,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,yorker,cover,6,1
285,285,Faf du Plessis,47.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,239,5.04,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,cover,6,1
286,286,Andile Phehlukwayo,47.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,240,5.05,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,long-off,6,1
287,287,Faf du Plessis,47.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,246,5.16,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,long-on,6,6
288,288,Faf du Plessis,47.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,247,5.16,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,long-on,6,1
289,289,Andile Phehlukwayo,47.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,248,5.16,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,yorker,mid-wicket,6,1
290,290,Andile Phehlukwayo,48.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,249,5.16,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,long-off,6,1
291,291,Faf du Plessis,48.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,251,5.19,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,straighter delivery outside off,cover,6,2
292,292,Faf du Plessis,48.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,257,5.29,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,,6,6
293,293,Faf du Plessis,48.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,259,5.32,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,,long-on,6,2
294,294,Faf du Plessis,48.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,260,5.32,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,long-on,6,1
295,295,Andile Phehlukwayo,48.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,264,5.38,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,spin,third man,6,4
296,296,Faf du Plessis,49.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,264,5.36,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,cover,6,0
297,297,Faf du Plessis,49.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,264,5.35,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,caught,7,-1
298,298,Andile Phehlukwayo,49.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,265,5.35,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,slow delivery outside off,long-off,7,1
299,299,Kagiso Rabada,49.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,266,5.35,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,off stump,empty,7,1
